DATE_TIME,TOTAL_DAILY_YIELD of all Solar Panels
5/15/2020 16:15,128208.5357
5/15/2020 16:30,130816.0179
5/15/2020 16:45,133059.1667
5/15/2020 17:00,134620.8393
5/15/2020 17:15,135859.3036
5/15/2020 17:30,136646.75
5/15/2020 17:45,137121.8571
5/15/2020 18:00,137350.4464
5/15/2020 18:15,137449.6071
5/15/2020 18:30,137473
5/15/2020 18:45,137473
5/15/2020 19:00,87463
5/15/2020 19:15,87463
5/15/2020 19:30,87463
5/15/2020 19:45,87463
5/15/2020 20:00,87463
5/15/2020 20:15,87463
5/15/2020 20:30,87463
5/15/2020 20:45,87463
5/15/2020 21:00,87463
5/15/2020 21:15,87463
5/15/2020 21:30,87463
5/15/2020 21:45,87463
5/15/2020 22:00,87463
5/15/2020 22:15,87463
5/15/2020 22:30,87463
5/15/2020 22:45,87463
5/15/2020 23:00,87463
5/16/2020 2:00,0
5/16/2020 2:15,0
5/16/2020 2:30,0
5/16/2020 2:45,0
5/16/2020 3:00,0
5/16/2020 3:15,0
5/16/2020 3:30,0
5/16/2020 3:45,0
5/16/2020 4:00,0
5/16/2020 4:15,0
5/16/2020 4:30,0
5/16/2020 4:45,0
5/16/2020 5:00,0
5/16/2020 5:15,0
5/16/2020 5:30,0
5/16/2020 5:45,0
5/16/2020 6:00,1.571428572
5/16/2020 6:15,90.73214286
5/16/2020 6:30,364.4285715
5/16/2020 6:45,844.1428572
5/16/2020 7:00,1554.517857
5/16/2020 7:15,2492.464286
5/16/2020 7:30,3675.803571
5/16/2020 7:45,5239.196429
5/16/2020 8:00,7313.928571
5/16/2020 8:15,9738.428571
5/16/2020 8:30,12581.16071
5/16/2020 8:45,15980.78571
5/16/2020 9:00,19501.75
5/16/2020 9:15,22719.85714
5/16/2020 9:30,25885.82143
5/16/2020 9:45,29357.875
5/16/2020 10:00,33606.30357
5/16/2020 10:15,37151.33929
5/16/2020 10:30,41729.91071
5/16/2020 10:45,46531.17857
5/16/2020 11:00,50857.83929
5/16/2020 11:15,55151.375
5/16/2020 11:30,59174.82143
5/16/2020 11:45,63265.73214
5/16/2020 12:00,68117.66072
5/16/2020 12:15,72740
5/16/2020 12:30,77410.21429
5/16/2020 12:45,83231.75
5/16/2020 13:00,88657.19643
5/16/2020 13:15,93901.625
5/16/2020 13:30,99005.14286
5/16/2020 13:45,103092.7679
5/16/2020 14:00,106775.3393
5/16/2020 14:15,110655.2679
5/16/2020 14:30,115194.25
5/16/2020 14:45,119100.1429
5/16/2020 15:00,122927.6071
5/16/2020 15:15,126558.1607
5/16/2020 15:30,129491.6429
5/16/2020 15:45,131875.9107
5/16/2020 16:00,133816.7679
5/16/2020 16:15,135491.9821
5/16/2020 16:30,136983.5536
5/16/2020 16:45,138270.8393
5/16/2020 17:00,139414.2857
5/16/2020 17:15,140379.0714
5/16/2020 17:30,141132.1607
5/16/2020 17:45,141650.1964
5/16/2020 18:00,141954.4643
5/16/2020 18:15,142092.6429
5/16/2020 18:30,142114
5/16/2020 18:45,142114
5/16/2020 19:00,142114
5/16/2020 19:15,142114
5/16/2020 19:30,142114
5/16/2020 19:45,142114
5/16/2020 20:00,142114
5/16/2020 20:15,142114
5/16/2020 20:30,142114
5/16/2020 20:45,142114
5/16/2020 21:00,142114
5/16/2020 21:15,142114
5/16/2020 21:30,142114
5/16/2020 21:45,142114
5/16/2020 22:00,142114
5/16/2020 22:15,142114
5/16/2020 22:30,142114
5/16/2020 22:45,142114
5/16/2020 23:00,142114
5/16/2020 23:15,142114
5/16/2020 23:30,142114
5/16/2020 23:45,130779
5/17/2020 0:00,4908
5/17/2020 0:15,0
5/17/2020 0:30,0
5/17/2020 0:45,0
5/17/2020 1:00,0
5/17/2020 1:15,0
5/17/2020 1:30,0
5/17/2020 1:45,0
5/17/2020 2:00,0
5/17/2020 2:15,0
5/17/2020 2:30,0
5/17/2020 2:45,0
5/17/2020 3:00,0
5/17/2020 3:15,0
5/17/2020 3:30,0
5/17/2020 3:45,0
5/17/2020 4:00,0
5/17/2020 4:15,0
5/17/2020 4:30,0
5/17/2020 4:45,0
5/17/2020 5:00,0
5/17/2020 5:15,0
5/17/2020 5:30,0
5/17/2020 5:45,0
5/17/2020 6:00,0.125
5/17/2020 6:15,24.14285714
5/17/2020 6:30,165.8928571
5/17/2020 6:45,504.1071429
5/17/2020 7:00,1116.857143
5/17/2020 7:15,2154.25
5/17/2020 7:30,3483.339286
5/17/2020 7:45,5414.482143
5/17/2020 8:00,8076.821429
5/17/2020 8:15,10794.66071
5/17/2020 8:30,13581.05357
5/17/2020 8:45,17065.30357
5/17/2020 9:00,21327.76786
5/17/2020 9:15,24857.03571
5/17/2020 9:30,29155.64286
5/17/2020 9:45,34038.01786
5/17/2020 10:00,39706.44643
5/17/2020 10:15,44739.875
5/17/2020 10:30,50157.58929
5/17/2020 10:45,56142.67857
5/17/2020 11:00,61854.625
5/17/2020 11:15,68351.96429
5/17/2020 11:30,75207.96429
5/17/2020 11:45,81300.02976
5/17/2020 12:00,86055.96429
5/17/2020 12:15,91072.14286
5/17/2020 12:30,96224.94643
5/17/2020 12:45,101040.5893
5/17/2020 13:00,106043.5
5/17/2020 13:15,108532.2857
5/17/2020 13:30,113827.0714
5/17/2020 13:45,118395.125
5/17/2020 14:00,123746.1429
5/17/2020 14:15,127161.4107
5/17/2020 14:30,129928.2679
5/17/2020 14:45,133314.0357
5/17/2020 15:00,138772
5/17/2020 15:15,143098.8036
5/17/2020 15:30,147282.5893
5/17/2020 15:45,150319.9643
5/17/2020 16:00,153352.6964
5/17/2020 16:15,156142.5774
5/17/2020 16:30,158513.75
5/17/2020 16:45,160702.1786
5/17/2020 17:00,162235.8929
5/17/2020 17:15,163210.6429
5/17/2020 17:30,164033.7679
5/17/2020 17:45,164656.3036
5/17/2020 18:00,164965.0536
5/17/2020 18:15,165077.625
5/17/2020 18:30,165106
5/17/2020 18:45,165106
5/17/2020 19:00,165106
5/17/2020 19:15,165106
5/17/2020 19:30,165106
5/17/2020 19:45,165106
5/17/2020 20:00,165106
5/17/2020 20:15,165106
5/17/2020 20:30,165106
5/17/2020 20:45,165106
5/17/2020 21:00,165106
5/17/2020 21:15,165106
5/17/2020 21:30,165106
5/17/2020 21:45,165106
5/17/2020 22:00,165106
5/17/2020 22:15,165106
5/17/2020 22:30,165106
5/17/2020 22:45,165106
5/17/2020 23:00,165106
5/17/2020 23:15,165106
5/17/2020 23:30,165106
5/17/2020 23:45,155005.2857
5/18/2020 0:00,5682.25
5/18/2020 0:15,0
5/18/2020 0:30,0
5/18/2020 0:45,0
5/18/2020 1:00,0
5/18/2020 1:15,0
5/18/2020 1:30,0
5/18/2020 1:45,0
5/18/2020 2:00,0
5/18/2020 2:15,0
5/18/2020 2:30,0
5/18/2020 2:45,0
5/18/2020 3:00,0
5/18/2020 3:15,0
5/18/2020 3:30,0
5/18/2020 3:45,0
5/18/2020 4:00,0
5/18/2020 4:15,0
5/18/2020 4:30,0
5/18/2020 4:45,0
5/18/2020 5:00,0
5/18/2020 5:15,0
5/18/2020 5:30,0
5/18/2020 5:45,0
5/18/2020 6:00,7.339285716
5/18/2020 6:15,121.3214286
5/18/2020 6:30,414.7321429
5/18/2020 6:45,928.0357143
5/18/2020 7:00,1662.142857
5/18/2020 7:15,2825.178571
5/18/2020 7:30,4567.089286
5/18/2020 7:45,5961.678571
5/18/2020 8:00,6745.535714
5/18/2020 8:15,7431.892857
5/18/2020 8:30,8296.517857
5/18/2020 8:45,9309.928571
5/18/2020 9:00,10340.07143
5/18/2020 9:15,11258.01786
5/18/2020 9:30,12132.78571
5/18/2020 9:45,12910.23214
5/18/2020 10:00,13802.64286
5/18/2020 10:15,14833.35714
5/18/2020 10:30,16273.92857
5/18/2020 10:45,18590.83929
5/18/2020 11:00,21979
5/18/2020 11:15,25559.05357
5/18/2020 11:30,28933.19643
5/18/2020 11:45,31911.57143
5/18/2020 12:00,35695.57143
5/18/2020 12:15,40393.28571
5/18/2020 12:30,44868.625
5/18/2020 12:45,49152.26786
5/18/2020 13:00,53766.76786
5/18/2020 13:15,58131.35714
5/18/2020 13:30,64046.48214
5/18/2020 13:45,70692.42857
5/18/2020 14:00,77105.91072
5/18/2020 14:15,80611.01786
5/18/2020 14:30,83774.67857
5/18/2020 14:45,87074.75
5/18/2020 15:00,91101.03571
5/18/2020 15:15,95209.75
5/18/2020 15:30,99486.375
5/18/2020 15:45,103413.8036
5/18/2020 16:00,106848.3036
5/18/2020 16:15,109641.2857
5/18/2020 16:30,111757.7857
5/18/2020 16:45,113552.1964
5/18/2020 17:00,114919.0357
5/18/2020 17:15,115976.4464
5/18/2020 17:30,116734.1607
5/18/2020 17:45,117235.7679
5/18/2020 18:00,117546.9286
5/18/2020 18:15,117703.9643
5/18/2020 18:30,117738
5/18/2020 18:45,117738
5/18/2020 19:00,117738
5/18/2020 19:15,117738
5/18/2020 19:30,117738
5/18/2020 19:45,117738
5/18/2020 20:00,117738
5/18/2020 20:15,117738
5/18/2020 20:30,117738
5/18/2020 20:45,117738
5/18/2020 21:00,117738
5/18/2020 21:15,117738
5/18/2020 21:30,117738
5/18/2020 21:45,117738
5/18/2020 22:00,117738
5/18/2020 22:15,117738
5/18/2020 22:30,117738
5/18/2020 22:45,117738
5/18/2020 23:00,117738
5/18/2020 23:15,117738
5/18/2020 23:30,117738
5/18/2020 23:45,108873.4286
5/19/2020 0:00,6570.767857
5/19/2020 0:15,0
5/19/2020 0:30,0
5/19/2020 0:45,0
5/19/2020 1:00,0
5/19/2020 1:15,0
5/19/2020 1:30,0
5/19/2020 1:45,0
5/19/2020 2:00,0
5/19/2020 2:15,0
5/19/2020 2:30,0
5/19/2020 2:45,0
5/19/2020 3:00,0
5/19/2020 3:15,0
5/19/2020 3:30,0
5/19/2020 3:45,0
5/19/2020 4:00,0
5/19/2020 4:15,0
5/19/2020 4:30,0
5/19/2020 4:45,0
5/19/2020 5:00,0
5/19/2020 5:15,0
5/19/2020 5:30,0
5/19/2020 5:45,0
5/19/2020 6:00,0
5/19/2020 6:15,22.42857143
5/19/2020 6:30,96.23214286
5/19/2020 6:45,261.8035714
5/19/2020 7:00,1112.696429
5/19/2020 7:15,2544.321429
5/19/2020 7:30,3947.964286
5/19/2020 7:45,5522.892857
5/19/2020 8:00,7020.660714
5/19/2020 8:15,8069.553572
5/19/2020 8:30,10129.69643
5/19/2020 8:45,12223.41071
5/19/2020 9:00,14697.625
5/19/2020 9:15,17759.375
5/19/2020 9:30,21888.03571
5/19/2020 9:45,26064.92857
5/19/2020 10:00,29516.17857
5/19/2020 10:15,33424.64286
5/19/2020 10:30,37729.25
5/19/2020 10:45,41701.5
5/19/2020 11:00,46679.42857
5/19/2020 11:15,51717.73214
5/19/2020 11:30,53828.66667
5/19/2020 12:30,77034.5
5/19/2020 12:45,81256
5/19/2020 13:00,86065.85714
5/19/2020 13:15,91036.875
5/19/2020 13:30,94919.42857
5/19/2020 13:45,99854.625
5/19/2020 14:00,105016
5/19/2020 14:15,110076.125
5/19/2020 14:30,115342.4286
5/19/2020 14:45,120675.1786
5/19/2020 15:00,125415.6429
5/19/2020 15:15,129092.3929
5/19/2020 15:30,132249.0179
5/19/2020 15:45,135511.25
5/19/2020 16:00,138657.8393
5/19/2020 16:15,141950.5536
5/19/2020 16:30,118021.25
5/19/2020 16:45,119893.2857
5/19/2020 17:00,121317.5
5/19/2020 17:15,122297
5/19/2020 17:30,122967.75
5/19/2020 17:45,123395
5/19/2020 18:00,123475
5/19/2020 18:15,123475
5/19/2020 18:30,123475
5/19/2020 18:45,123475
5/19/2020 19:00,123475
5/19/2020 19:15,123475
5/19/2020 19:30,123475
5/19/2020 19:45,123475
5/19/2020 20:00,123475
5/19/2020 20:15,123475
5/19/2020 20:30,123475
5/19/2020 20:45,123475
5/19/2020 21:00,123475
5/19/2020 21:15,123475
5/19/2020 21:30,123475
5/19/2020 21:45,123475
5/19/2020 22:00,123475
5/19/2020 22:15,123475
5/19/2020 22:30,123475
5/19/2020 22:45,123475
5/19/2020 23:00,123475
5/19/2020 23:15,123475
5/19/2020 23:30,123475
5/19/2020 23:45,111820.4286
5/20/2020 0:00,5123.625
5/20/2020 0:15,0
5/20/2020 0:30,0
5/20/2020 0:45,0
5/20/2020 1:00,0
5/20/2020 1:15,0
5/20/2020 1:30,0
5/20/2020 1:45,0
5/20/2020 2:00,0
5/20/2020 2:15,0
5/20/2020 2:30,0
5/20/2020 2:45,0
5/20/2020 3:00,0
5/20/2020 3:15,0
5/20/2020 3:30,0
5/20/2020 3:45,0
5/20/2020 4:00,0
5/20/2020 4:15,0
5/20/2020 4:30,0
5/20/2020 4:45,0
5/20/2020 5:00,0
5/20/2020 5:15,0
5/20/2020 5:30,0
5/20/2020 5:45,0
5/20/2020 6:00,10.42857143
5/20/2020 6:15,148.3035714
5/20/2020 6:30,449.7321429
5/20/2020 6:45,889.5535714
5/20/2020 7:00,1551.892857
5/20/2020 7:15,2670.714286
5/20/2020 7:30,4263.714286
5/20/2020 7:45,6317.392857
5/20/2020 8:00,8863.910714
5/20/2020 8:15,11877.69643
5/20/2020 8:30,15299.28571
5/20/2020 8:45,18960.67857
5/20/2020 9:00,22907.85714
5/20/2020 9:15,27360.32143
5/20/2020 9:30,31927.94643
5/20/2020 9:45,36824.28571
5/20/2020 10:00,42210.03571
5/20/2020 10:15,47849.57143
5/20/2020 10:30,53822.73214
5/20/2020 10:45,59680.89286
5/20/2020 11:00,65758.58929
5/20/2020 11:15,72070.71429
5/20/2020 11:30,78597.01786
5/20/2020 11:45,85381.25
5/20/2020 12:00,91830.75
5/20/2020 12:15,98756.125
5/20/2020 12:30,105581.8036
5/20/2020 12:45,112424.6607
5/20/2020 13:00,118893.4643
5/20/2020 13:15,124459.4333
5/20/2020 17:30,192204
5/20/2020 17:45,192708.2143
5/20/2020 18:00,193345.0357
5/20/2020 18:15,193660.3571
5/20/2020 18:30,193764.0714
5/20/2020 18:45,193770
5/20/2020 19:00,193770
5/20/2020 19:15,193770
5/20/2020 19:30,193770
5/20/2020 19:45,193770
5/20/2020 20:00,193770
5/20/2020 20:15,193770
5/20/2020 20:30,193770
5/20/2020 20:45,193770
5/20/2020 21:00,193770
5/20/2020 21:15,193770
5/20/2020 21:30,193770
5/20/2020 21:45,193770
5/20/2020 22:00,193770
5/20/2020 22:15,193770
5/20/2020 22:30,193770
5/20/2020 22:45,193770
5/20/2020 23:00,0
5/20/2020 23:15,0
5/20/2020 23:30,0
5/20/2020 23:45,0
5/21/2020 0:00,0
5/21/2020 0:15,0
5/21/2020 0:30,0
5/21/2020 7:45,6938.85
5/21/2020 8:00,6704.933333
5/21/2020 8:15,10685.41071
5/21/2020 8:30,13955.10714
5/21/2020 8:45,17682.56548
5/21/2020 9:00,21924.19643
5/21/2020 9:15,26450
5/21/2020 9:30,31456.85714
5/21/2020 9:45,36693.25
5/21/2020 10:00,30325
5/21/2020 10:15,43808.80357
5/21/2020 10:30,48818.76786
5/21/2020 10:45,54010.16071
5/21/2020 11:00,59507.5
5/21/2020 11:15,65851.67857
5/21/2020 11:30,72592.39286
5/21/2020 11:45,79114.76786
5/21/2020 12:00,85333.625
5/21/2020 12:15,91316.28571
5/21/2020 12:30,96189.21428
5/21/2020 12:45,101180.2321
5/21/2020 13:00,106772.0143
5/21/2020 13:15,112809.1964
5/21/2020 13:30,119351.9464
5/21/2020 13:45,124927.5357
5/21/2020 14:00,130686.25
5/21/2020 14:15,135431.1071
5/21/2020 14:30,139579.0893
5/21/2020 14:45,143537.3036
5/21/2020 15:00,148431.3036
5/21/2020 15:15,152315.6369
5/21/2020 15:30,155804.7321
5/21/2020 15:45,159531.3571
5/21/2020 16:00,161954.3929
5/21/2020 16:15,163926.0357
5/21/2020 16:30,165896.5179
5/21/2020 16:45,167996.875
5/21/2020 17:00,168851.8393
5/21/2020 17:15,169326.7321
5/21/2020 17:30,169688.1964
5/21/2020 17:45,169961.75
5/21/2020 18:00,170161.2857
5/21/2020 18:15,123625.8929
5/21/2020 18:30,108152
5/21/2020 18:45,108152
5/21/2020 19:00,108152
5/21/2020 19:15,108152
5/21/2020 19:30,108152
5/21/2020 19:45,108152
5/21/2020 20:00,108152
5/21/2020 20:15,108152
5/21/2020 20:30,108152
5/21/2020 20:45,108152
5/21/2020 21:00,108152
5/21/2020 21:15,108152
5/21/2020 21:30,108152
5/21/2020 21:45,108152
5/21/2020 22:00,108152
5/21/2020 22:15,108152
5/21/2020 22:30,108152
5/21/2020 22:45,108152
5/21/2020 23:00,108152
5/21/2020 23:15,108152
5/21/2020 23:30,108152
5/21/2020 23:45,95004.14286
5/22/2020 0:00,3830.5
5/22/2020 0:15,0
5/22/2020 0:30,0
5/22/2020 0:45,0
5/22/2020 1:00,0
5/22/2020 1:15,0
5/22/2020 1:30,0
5/22/2020 1:45,0
5/22/2020 2:00,0
5/22/2020 2:15,0
5/22/2020 2:30,0
5/22/2020 2:45,0
5/22/2020 3:00,0
5/22/2020 3:15,0
5/22/2020 3:30,0
5/22/2020 3:45,0
5/22/2020 4:00,0
5/22/2020 4:15,0
5/22/2020 4:30,0
5/22/2020 4:45,0
5/22/2020 5:00,0
5/22/2020 5:15,0
5/22/2020 5:30,0
5/22/2020 5:45,0
5/22/2020 6:00,27.19642857
5/22/2020 6:15,247.1071429
5/22/2020 6:30,623.0892857
5/22/2020 6:45,1185.375
5/22/2020 7:00,1891.446429
5/22/2020 7:15,3209.375
5/22/2020 7:30,5494.75
5/22/2020 7:45,7907.517857
5/22/2020 8:00,10484
5/22/2020 8:15,13281.43929
5/22/2020 8:30,15032.92857
5/22/2020 8:45,16730.875
5/22/2020 9:00,19146.33929
5/22/2020 9:15,22088.57738
5/22/2020 9:30,25367.30357
5/22/2020 9:45,28433.66072
5/22/2020 10:00,31855.58929
5/22/2020 10:15,35857.19643
5/22/2020 10:30,40370.69643
5/22/2020 10:45,43523.21429
5/22/2020 11:00,48512.39286
5/22/2020 11:15,52244.06429
5/22/2020 11:30,57864.72024
5/22/2020 11:45,64758.01786
5/22/2020 12:00,71682.35714
5/22/2020 12:15,77724.35714
5/22/2020 12:30,82999.23214
5/22/2020 12:45,88505.21429
5/22/2020 13:00,94132.87103
5/22/2020 13:15,100675.8214
5/22/2020 13:30,106670.625
5/22/2020 13:45,111801.5357
5/22/2020 14:00,116824.6964
5/22/2020 14:15,122009.4821
5/22/2020 14:30,126864.6607
5/22/2020 14:45,132593.5179
5/22/2020 15:00,138006.3571
5/22/2020 15:15,142354.5179
5/22/2020 15:30,145005.5
5/22/2020 15:45,147709.4286
5/22/2020 16:00,149639.0357
5/22/2020 16:15,151285.2143
5/22/2020 16:30,152624.4107
5/22/2020 16:45,153765.8036
5/22/2020 17:00,154708.9107
5/22/2020 17:15,155486.2321
5/22/2020 17:30,156003.7321
5/22/2020 17:45,156358.5179
5/22/2020 18:00,156564.125
5/22/2020 18:15,156671.7679
5/22/2020 18:30,156698
5/22/2020 18:45,71595
5/22/2020 19:00,71595
5/22/2020 19:15,71595
5/22/2020 19:30,71595
5/22/2020 19:45,71595
5/22/2020 20:00,71595
5/22/2020 20:15,71595
5/22/2020 20:30,71595
5/22/2020 20:45,71595
5/22/2020 21:00,71595
5/22/2020 21:15,71595
5/22/2020 21:30,71595
5/22/2020 21:45,71595
5/22/2020 22:00,71595
5/22/2020 22:15,71595
5/22/2020 22:30,71595
5/22/2020 22:45,71595
5/22/2020 23:00,71595
5/22/2020 23:15,71595
5/22/2020 23:30,71595
5/22/2020 23:45,68697.85714
5/23/2020 0:00,4711.089285
5/23/2020 0:15,0
5/23/2020 0:30,0
5/23/2020 0:45,0
5/23/2020 1:00,0
5/23/2020 1:15,0
5/23/2020 1:30,0
5/23/2020 1:45,0
5/23/2020 2:00,0
5/23/2020 2:15,0
5/23/2020 2:30,0
5/23/2020 2:45,0
5/23/2020 3:00,0
5/23/2020 3:15,0
5/23/2020 3:30,0
5/23/2020 3:45,0
5/23/2020 4:00,0
5/23/2020 4:15,0
5/23/2020 4:30,0
5/23/2020 4:45,0
5/23/2020 5:00,0
5/23/2020 5:15,0
5/23/2020 6:45,562.1666667
5/23/2020 7:00,951.8214286
5/23/2020 7:15,1723.267857
5/23/2020 7:30,3186.803571
5/23/2020 7:45,5058.75
5/23/2020 8:00,7150.767857
5/23/2020 8:15,10030.25
5/23/2020 8:30,14190.82143
5/23/2020 8:45,18317.58929
5/23/2020 9:00,22589.30357
5/23/2020 9:15,27185.57143
5/23/2020 9:30,31941.55357
5/23/2020 9:45,36123.28572
5/23/2020 10:00,41372.26786
5/23/2020 10:15,46034.30357
5/23/2020 10:30,50841.28572
5/23/2020 10:45,55557.73214
5/23/2020 11:00,61040.25
5/23/2020 11:15,67309.05357
5/23/2020 11:30,74055.35714
5/23/2020 11:45,80949.92857
5/23/2020 12:00,87632
5/23/2020 12:15,94647.71429
5/23/2020 12:30,101514.0714
5/23/2020 12:45,107114.7143
5/23/2020 13:00,112296.9286
5/23/2020 13:15,118450.0893
5/23/2020 13:30,124645.5179
5/23/2020 13:45,131243.4107
5/23/2020 14:00,137723.0536
5/23/2020 14:15,142397.6964
5/23/2020 14:30,146630.3393
5/23/2020 14:45,150582.6429
5/23/2020 15:00,154053.4107
5/23/2020 15:15,157866.5179
5/23/2020 15:30,162235.0357
5/23/2020 15:45,166652.2857
5/23/2020 16:00,170353.2321
5/23/2020 16:15,173787.125
5/23/2020 16:30,176744.0357
5/23/2020 16:45,179376.25
5/23/2020 17:00,181374.5179
5/23/2020 17:15,183016.7143
5/23/2020 17:30,184335.7679
5/23/2020 17:45,185283.75
5/23/2020 18:00,186069.1071
5/23/2020 18:15,186584.8929
5/23/2020 18:30,186726.4286
5/23/2020 18:45,186728
5/23/2020 19:00,186728
5/23/2020 19:15,186728
5/23/2020 19:30,186728
5/23/2020 19:45,186728
5/23/2020 20:00,186728
5/23/2020 20:15,186728
5/23/2020 20:30,186728
5/23/2020 20:45,186728
5/23/2020 21:00,186728
5/23/2020 21:15,186728
5/23/2020 21:30,186728
5/23/2020 22:00,186728
5/23/2020 22:15,186728
5/23/2020 22:30,186728
5/23/2020 22:45,186728
5/23/2020 23:00,186728
5/23/2020 23:15,186728
5/23/2020 23:30,186728
5/23/2020 23:45,170940.5714
5/24/2020 0:00,6807.928571
5/24/2020 0:15,0
5/24/2020 0:30,0
5/24/2020 0:45,0
5/24/2020 1:00,0
5/24/2020 1:15,0
5/24/2020 1:30,0
5/24/2020 1:45,0
5/24/2020 2:00,0
5/24/2020 2:15,0
5/24/2020 2:30,0
5/24/2020 2:45,0
5/24/2020 3:00,0
5/24/2020 3:15,0
5/24/2020 3:30,0
5/24/2020 3:45,0
5/24/2020 4:00,0
5/24/2020 4:15,0
5/24/2020 4:30,0
5/24/2020 4:45,0
5/24/2020 5:00,0
5/24/2020 5:15,0
5/24/2020 5:30,0
5/24/2020 5:45,0
5/24/2020 6:00,14.92857143
5/24/2020 6:15,146.8214286
5/24/2020 6:30,441.7142857
5/24/2020 6:45,950.7142857
5/24/2020 7:00,1737.75
5/24/2020 7:15,2869.321429
5/24/2020 7:30,4380.875
5/24/2020 7:45,6304.125
5/24/2020 8:00,8714.428572
5/24/2020 8:15,11304.01786
5/24/2020 8:30,14697.39286
5/24/2020 8:45,17934.51786
5/24/2020 9:00,21254.14286
5/24/2020 9:15,25102.125
5/24/2020 9:30,29390.30357
5/24/2020 9:45,33331.125
5/24/2020 10:00,36931.19643
5/24/2020 10:15,40833.75
5/24/2020 10:30,45745.30357
5/24/2020 10:45,51363.08929
5/24/2020 11:00,57678.83929
5/24/2020 11:15,63187.57143
5/24/2020 11:30,69591.17857
5/24/2020 11:45,76075.66072
5/24/2020 12:00,82029.92857
5/24/2020 12:15,88699.30357
5/24/2020 12:30,95180.46429
5/24/2020 12:45,101515.5893
5/24/2020 13:00,108065.7679
5/24/2020 13:15,114542.3214
5/24/2020 13:30,120442.3393
5/24/2020 13:45,126030
5/24/2020 14:00,131590.2857
5/24/2020 14:15,136840.75
5/24/2020 14:30,142179.5893
5/24/2020 14:45,146575.5714
5/24/2020 15:00,151334.5714
5/24/2020 15:15,155515.4107
5/24/2020 15:30,158149.2143
5/24/2020 15:45,160057.4286
5/24/2020 16:00,161748.9643
5/24/2020 16:15,164309.5179
5/24/2020 16:30,166298.5
5/24/2020 16:45,168173.1607
5/24/2020 17:00,170384.4464
5/24/2020 17:15,172188.4107
5/24/2020 17:30,173353.8393
5/24/2020 17:45,174105.7321
5/24/2020 18:00,174560.125
5/24/2020 18:15,174818
5/24/2020 18:30,174961.2321
5/24/2020 18:45,174989
5/24/2020 19:00,174989
5/24/2020 19:15,174989
5/24/2020 19:30,174989
5/24/2020 19:45,174989
5/24/2020 20:00,174989
5/24/2020 20:15,174989
5/24/2020 20:30,174989
5/24/2020 20:45,174989
5/24/2020 21:00,174989
5/24/2020 21:15,174989
5/24/2020 21:30,174989
5/24/2020 21:45,174989
5/24/2020 22:00,174989
5/24/2020 22:15,174989
5/24/2020 22:30,174989
5/24/2020 22:45,174989
5/24/2020 23:00,174989
5/24/2020 23:15,174989
5/24/2020 23:30,174989
5/24/2020 23:45,161031.8571
5/25/2020 0:00,5213.678572
5/25/2020 0:15,0
5/25/2020 0:30,0
5/25/2020 0:45,0
5/25/2020 1:00,0
5/25/2020 1:15,0
5/25/2020 1:30,0
5/25/2020 1:45,0
5/25/2020 2:00,0
5/25/2020 2:15,0
5/25/2020 2:30,0
5/25/2020 2:45,0
5/25/2020 3:00,0
5/25/2020 3:15,0
5/25/2020 3:30,0
5/25/2020 3:45,0
5/25/2020 4:00,0
5/25/2020 4:15,0
5/25/2020 4:30,0
5/25/2020 4:45,0
5/25/2020 5:00,0
